NCM,PARAMETRIZAÇÃO
10081090,4202
10082100,4003
10082900,4202
10083010,4003
10083090,4202
10084010,4003
10084090,4202
10085010,4003
10086010,4003
10086090,4202
10089010,4003
10089090,4202
11022000,4202
11029000,4202
11031100,4202
11031300,4202
11031900,4202
11032000,4202
11041200,4202
11041900,4202
11042200,4202
11042300,4202
11042900,4202
11043000,4202
11051000,4202
11052000,4202
11061000,4202
11062000,4201
11063000,4202
11071010,4202
11071020,4202
11072010,4202
11072020,4202
11081100,4202
11081200,4202
11081300,4202
11081400,4201
11081900,4202
11082000,4202
11090000,4202
12011000,4003
12019000,4202
12023000,4003
12024100,4202
12024200,4202
12030000,4202
12040010,4003
12040090,4202
12051010,4003
12051090,4202
12059010,4003
12059090,4202
12060010,4003
12060090,4202
12071010,4003
12071090,4202
12072100,4003
12072900,4202
12073010,4003
12073090,4202
12074010,4003
12074090,4202
12075010,4003
12075090,4202
12076010,4003
12076090,4202
12077010,4003
12077090,4202
12079110,4003
12079190,4202
12079910,4003
12079990,4202
12081000,     
12089000,     
12091000,4003
12092100,4003
12092200,4003
12092300,4003
12092400,4003
12092500,4003
12092900,4003
12093000,4003
12099100,4003
12099900,4003
12101000,4202
12102010,4202
12102020,4202
12112000,4202
12113000,4202
12114000,4202
12119010,4202
12119090,4202
12122100,4202
12122900,4202
12129100,4202
12129200,4202
12129300,4202
12129400,4202
12129910,4202
12129990,4202
12130000,4202
12141000,4202
12149000,4202
13012000,4202
13019010,4202
13019090,4202
13021110,4202
13021190,4202
13021200,4202
13021300,4202
13021910,4202
13021920,4202
13021930,4202
13021940,4202
13021950,4202
13021960,4202
13021991,4202
13021999,4202
13022010,4202
13022090,4202
13023100,4202
13023211,4202
13023219,4202
13023220,4202
13023910,4202
13023990,4202
14011000,4202
14012000,4202
14019000,4202
14042010,4202
14042090,4202
14049010,4202
14049090,4202
15011000,4202
15012000,4202
15019000,4202
15021011,4202
15021012,4202
15021019,4202
15021090,4202
15029000,4202
15030000,4202
15041011,4202
15041019,4202
15041090,4202
15042000,4202
29372351,4202
29372359,4202
29372360,4202
29372370,4202
29372391,4202
29372392,4202
29372399,4202
29372910,4202
29372920,4202
29372931,4202
29372939,4202
29372940,4202
29372950,4202
29372960,4202
29372990,4202
29375000,4202
29379010,4202
29379030,4202
29379040,4202
29379090,4202
29381000,4202
29389010,4202
29389020,4202
29389090,4202
29391110,4202
29391121,4202
29391122,4202
29391123,4202
29391131,4202
29391132,4202
29391140,4202
29391151,4202
29391152,4202
29391153,4202
29391161,4202
29391162,4202
29391169,4202
29391170,4202
29391181,4202
29391182,4202
29391191,4202
29391192,4202
29391900,4202
29392000,4202
30029010,4202
30029091,4202
30029092,4322
30031012,4322
30032019,4322
30032029,4322
30032052,4322
30032059,4322
30032061,4322
30032069,4322
30032099,4322
30033929,4322
30033939,4322
30033999,4322
30039013,4322
30039014,4322
30039019,4322
30039034,4322
30039039,4322
30039046,4322
30039047,4322
30039049,4322
30039051,4322
30039052,4322
30039053,4322
30039055,4322
30039056,4202
30039057,4322
30039059,4322
30039067,4322
30039069,4322
48114910,4202
48114990,4202
48115110,4202
48115121,4202
48115122,4202
48115123,4202
48115128,4202
48115129,4202
48115130,4202
48115910,4202
48115921,4202
48115922,4202
48115923,4202
48115929,4202
48115930,4202
48116010,4202
48116090,4202
48119010,4202
48119090,4202
48120000,4202
48131000,4202
48132000,4202
48139000,4202
30039086,4322
30039087,4322
30039089,4322
30039099,4322
30041011,4322
30041012,4322
30041013,4322
30041019,4322
30042011,4322
30042019,4322
30042029,4322
30042039,4322
30042049,4322
30042051,4322
30042052,4322
30042059,4322
30042069,4322
30043100,4322
30043290,4322
30043933,4322
30043937,4322
30043991,4322
30045040,4202
30045050,4322
30045060,4322
30049012,4322
30049019,4322
30049023,4202
30049026,4322
30049029,4322
30049032,4202
30049036,4322
30049039,4322
30049042,4322
30049043,4322
30049045,4322
51031000,4202
51032000,4202
51033000,4202
51040000,4202
51051000,4202
51052100,4202
51052910,4202
51052991,4202
51052999,4202
51053100,4202
51053900,4202
51054000,4202
51061000,4202
51062000,4202
51071011,4202
51071019,4202
51071090,4202
51072000,4202
51081000,4202
51091000,4202
51099000,4202
51100000,4202
51111110,4202
51111120,4202
51111900,4202
51112000,4202
51113010,4202
51113090,4202
29393020,4202
29394100,4202
29394200,4202
29394300,4202
29394400,4202
29394900,4202
29395100,4202
29395910,4202
29395990,4202
29396100,4202
29396200,4202
29396300,4202
29396911,4202
29396919,4202
29396921,4202
29396929,4202
29396931,4202
29396939,4202
29396941,4202
29396942,4202
29396949,4202
29396951,4202
29396952,4202
29396959,4202
29396990,4202
29399111,4202
29399112,4202
29399119,4202
29399120,4202
29399130,4202
29399140,4202
29399911,4202
29399919,4202
29399920,4202
29399931,4202
29399939,4202
29399940,4202
29399990,4202
29400011,4202
29400012,4202
29400013,4202
29400019,4202
29400021,4202
29400022,4202
29400023,4202
29400029,4202
29400092,4202
29400093,4202
29400094,4202
29400099,4202
29411010,4202
29411020,4202
29411031,4202
29411039,4202
29411041,4202
29411042,4202
29411043,4202
29411049,4202
29411090,4202
29412010,4202
29412090,4202
29413010,4202
29413020,4202
29413031,4202
29413032,4202
29413090,4202
29414011,4202
29414019,4202
29414020,4202
29414090,4202
29415010,4202
29415020,4202
29415090,4202
29419011,4202
29419012,4202
29419013,4202
29419019,4202
29419021,4202
29419022,4202
29419029,4202
29419031,4202
29419032,4202
29419033,4202
29419034,4202
29419035,4202
29419036,4202
29419037,4202
29419039,4202
29419041,4202
29419042,4202
29419043,4202
29419049,4202
29419051,4202
29419059,4202
29419061,4202
29419062,4202
29419069,4202
29419071,4202
29419072,4202
29419073,4202
29419079,4202
29419081,4202
29419082,4202
29419083,4202
29419089,4202
29419091,4202
29419092,4202
29419099,4202
29420000,4202
30012010,4202
30012090,4202
30019010,4202
30019020,4202
30019031,4202
30019039,4202
30019090,4202
48010010,4202
48010090,4202
48021000,4202
48022010,4202
48022090,4202
48024010,4202
48024090,4202
48025410,4202
48025491,4202
48025499,4202
48025510,4202
48025591,4202
48025592,4202
48025599,4202
48025610,4202
48025691,4202
48025692,4202
48025693,4202
48025699,4202
48025710,4202
48025791,4202
48025792,4202
48025793,4202
48025799,4202
48025810,4202
48025891,4202
48025892,4202
48025899,4202
48026110,4202
48162000,4202
48169010,4202
48169090,4202
48171000,4202
48172000,4202
48173000,4202
48181000,4202
48182000,4202
48183000,4202
48185000,4202
48189010,4202
48189090,4202
48191000,4202
48192000,4202
48193000,4202
48194000,4202
48195000,4202
48196000,4202
48201000,4202
48202000,4202
48203000,4202
48204000,4202
48205000,4202
48209000,4202
48211000,4202
48219000,4202
48221000,4202
48229000,4202
48232010,4202
48232091,4202
48232099,4202
48234000,4202
48236100,4202
48236900,4202
48237000,4202
48239010,4202
48239020,4202
48239091,4202
48239099,4202
49021000,4003
49029000,4003
49030000,4003
49040000,4003
49051000,4202
49059100,4202
49059900,4202
49060000,4202
49070010,4202
49070020,4202
49070030,4202
49070090,4202
49081000,4202
49089000,4202
49090000,4202
49100000,4202
49111010,4202
49111090,4202
49119100,4202
49119900,4202
50010000,4202
50020000,4202
50030010,4202
50030090,4202
50040000,4202
50050000,4202
50060000,4202
50071010,4202
50071090,4202
50072010,4202
50072090,4202
50079000,4202
51011110,4202
51011190,4202
51011900,4202
51012100,4202
51012900,4202
51013000,4202
51021100,4202
51021900,4202
51022000,4202
76161000,4202
76169100,4202
76169900,4202
78011011,4202
78011019,4202
78011090,4202
78019100,4202
78019900,4202
78020000,4202
78041100,4202
78041900,4202
78042000,4202
78060010,4202
79011111,4202
79011119,4202
79011191,4202
79011199,4202
79011210,4202
79011290,4202
79012010,4202
79012090,4202
79020000,4202
79031000,4202
79039000,4202
79040000,4202
79050000,4202
79070010,4202
79070090,4202
80011000,4202
80012000,4202
80020000,4202
80030000,4202
80070010,4202
80070020,4202
80070030,4202
80070090,4202
81011000,4202
51119000,4202
51121100,4202
51121910,4202
51121920,4202
51122010,4202
51122020,4202
51123010,4202
51123020,4202
51129000,4202
51130011,4202
51130012,4202
51130013,4202
51130020,4202
52010010,4202
52010020,4202
52010090,4202
52021000,4202
52029100,4202
52029900,4202
52030000,4202
52041111,4202
52041112,4202
52041120,4202
52041131,4202
52041132,4202
52041140,4202
52041911,4202
52041912,4202
52041920,4202
52041931,4202
52041932,4202
52041940,4202
52042000,4202
52051100,4202
52051200,4202
52051310,4202
52051390,4202
52051400,4202
52051500,4202
52052100,4202
52052200,4202
52052310,4202
52052390,4202
52052400,4202
52052600,4202
52052700,4202
52052800,4202
52053100,4202
52053200,4202
52053300,4202
52053400,4202
52053500,4202
52054100,4202
52054200,4202
52054300,4202
52054400,4202
52054600,4202
52054700,4202
52054800,4202
52061100,4202
52061200,4202
52061300,4202
52061400,4202
52061500,4202
52062100,4202
82100090,4202
82111000,4202
82119100,4202
82119210,4202
82119220,4202
82119290,4202
82119310,4202
82119320,4202
82119390,4202
82119400,4202
82119500,4202
82121010,4202
82121020,4343
82122010,4343
82122020,4202
82129000,4202
82130000,4202
82141000,4202
82142000,4202
82149010,4202
82149090,4202
82151000,4202
82152000,4202
82159100,4202
82159910,4202
82159990,4202
83011000,4202
83013000,4202
83014000,4202
83015000,4202
83016000,4358
83017000,4202
83021000,4202
83022000,4202
83024100,4202
83024200,4202
83024900,4202
48026191,4202
48026192,4202
48026199,4202
48026210,4202
48026291,4202
48026292,4202
48026299,4202
48026910,4202
48026991,4202
48026992,4202
48026999,4202
48030010,4202
48030090,4202
48041100,4202
48041900,4202
48042100,4202
48042900,4202
48043110,4202
48043190,4202
48043910,4202
48043990,4202
48044100,4202
48044200,4202
48044900,4202
48045100,4202
48045200,4202
48045910,4202
48045990,4202
48051100,4202
48051200,4202
48051900,4202
48052400,4202
48052500,4202
48053000,4202
48054010,4202
48054090,4202
48055000,4202
48059100,4202
48059210,4202
48059290,4202
48059300,4202
48061000,4202
48062000,4202
48063000,4202
48064000,4202
48070000,4202
48081000,4202
48084000,4202
48089000,4202
48092000,4202
48099000,4202
48101310,4202
48101381,4202
48101382,4202
48101389,4202
48101390,4202
48101410,4202
48101481,4202
48101482,4202
48101489,4202
48101490,4202
48101910,4202
48101981,4202
48101982,4202
48101989,4202
48101990,4202
48102210,4202
48102290,4202
48102910,4202
48102990,4202
48103110,4202
48103190,4202
48103210,4202
48103290,4202
48103910,4202
48103990,4202
48109210,4202
48109290,4202
48109910,4202
48109990,4202
48111010,4202
48111090,4202
48114110,4202
48114190,4202
74199100,4202
74199910,4202
74199920,4202
74199930,4202
74199990,4202
75011000,4202
75012000,4202
75021010,4202
75021090,4202
75022000,4202
75030000,4202
75040010,4202
75040090,4202
75051110,4202
75051121,4202
75051129,4202
75051210,4202
75051221,4202
75051229,4202
75052100,4202
75052200,4202
75061000,4202
75062000,4202
75071100,4202
75071200,4202
75072000,4202
75081000,4202
75089010,4202
75089090,4202
76011000,4202
76012000,4202
76020000,4202
76031000,4202
76032000,4202
76041010,4202
76041021,4202
76041029,4202
76042100,4202
76042911,4202
81019400,4202
81019600,4202
81019700,4202
81019910,4202
81019990,4202
81021000,4202
81029400,4202
81029500,4202
81029600,4202
81029700,4202
81029900,4202
81032000,4202
81033000,4202
81039000,4202
81041100,4202
81041900,4202
81042000,4202
81043000,4202
81049000,4202
81052010,4202
81052021,4202
81052029,4202
81052090,4202
81053000,4202
81059010,4202
81059090,4202
81060010,4202
81060090,4202
81072010,4202
81072020,4202
81073000,4202
81079000,4202
81082000,4202
81083000,4202
81089000,4202
81092000,4202
81093000,4202
81099000,4202
81101010,4202
81101020,4202
81102000,4202
81109000,4202
81110010,4202
81110020,4202
81110090,4202
81121200,4202
81121300,4202
81121900,4202
81122110,4202
81122120,4202
81122200,4202
81122900,4202
81125100,4202
81125200,4202
81125900,4202
81129200,4202
81129900,4202
81130010,4202
81130090,4202
82011000,4208
82013000,4208
82014000,4208
82015000,4208
82016000,4208
82019000,4208
82021000,4202
82022000,4202
82023100,4202
82023900,4202
82024000,4202
82029100,4202
82029910,4202
82029990,4202
82031010,4202
82031090,4202
82032010,4202
82032090,4202
82033000,4202
82034000,4202
82041200,4202
82042000,4202
82051000,4202
82052000,4202
82053000,4202
82054000,4202
82055100,4202
82055900,4202
82056000,4202
82057000,4202
82059000,4202
82060000,4202
82071300,4202
82071900,4211
82072000,4202
82073000,4211
82074010,4202
82074020,4202
82075011,4202
82075019,4202
82075090,4202
82076000,4202
82077010,4202
82077020,4202
82077090,4202
82078000,4202
82079000,4202
82081000,4202
82082000,4202
82083000,4202
82084000,4202
82089000,4202
82090011,4202
82090019,4202
82090090,4202
82100010,4202
19021100,4321
19021900,     
19022000,4202
19023000,4321
19024000,4202
19030000,4202
19041000,4202
19042000,4202
19043000,4202
19049000,4202
19051000,4321
19052010,4321
19052090,4202
19053100,4321
19053200,4321
19054000,4321
19059010,4202
19059020,4202
19059090,     
20011000,4202
20019000,4202
20021000,4202
20029010,4202
20029090,4202
20031000,4202
20039000,4202
20041000,4202
20049000,4202
20051000,4202
20052000,4202
20054000,4202
20055100,4202
20055900,4202
20056000,4202
83025000,4202
83026000,4202
83030000,4202
83040000,4202
83051000,4202
83052000,4202
83059000,4202
83061000,4202
83062100,4202
83062900,4202
83063000,4202
83071010,4202
83071090,4202
83079000,4202
83081000,4202
83082000,4202
83089010,4202
83089020,4202
83089090,4202
83091000,4202
83099000,4202
83100000,4202
83111000,4202
83112000,4202
83113000,4202
83119000,4202
84011000,4202
84012000,4202
84013000,4202
84014000,4202
84021100,4211
84021200,4211
84021900,4211
84022000,4211
84029000,4202
84031010,4202
84031090,4202
84039000,4202
84041010,4211
84041020,4202
84042000,4211
84049010,4202
84049090,4202
84051000,4211
84059000,4202
84061000,4211
84068100,4211
84068200,4211
84069011,4202
84069019,4202
84069021,4202
84069029,4202
84069090,4202
84071000,4202
84072110,4202
84072190,4202
84072910,4202
84072990,4202
84079000,4202
84081010,4202
84081090,4202
84089010,4202
84089090,4202
84091000,4202
84099114,4351
84099115,4351
84099116,4202
84099117,4351
84099118,4351
84099130,4202
84099140,4351
84099912,4202
84099914,4351
84099915,4351
84099917,4351
84099929,4202
84099930,4351
84099949,4202
84099951,4351
84099959,4202
84099961,4351
22090000,4202
23011010,4202
23011090,4202
23012010,4202
23012090,4202
23021000,4201
23023010,4003
23023090,4003
23024000,     
23025000,4003
23031000,4202
23032000,4202
23033000,4202
23040010,4202
23040090,4202
23050000,4202
23061000,4202
23062000,4202
23063010,4202
23063090,4202
23064100,4202
23064900,4202
23065000,4202
23066000,4202
23069010,4202
23069090,4202
23070000,4202
23080000,4202
76042919,4202
76042920,4202
76051110,     
76051190,     
76051910,     
76051990,     
76052110,     
76052190,     
76052910,     
76052990,     
76061110,4202
76061190,4202
76061210,4202
76061220,4202
76061290,4202
76069100,4202
76069200,4202
76071110,4202
76071190,4202
76071910,4202
76071990,4202
76072000,4202
76081000,4202
76082010,4202
76082090,4202
76090000,4202
76101000,4202
76109000,4202
76110000,4202
76121000,4202
76129011,4202
76129012,4202
76129019,4202
76129090,4202
76130000,4202
76141010,4358
76141090,4358
76149010,4358
76149090,4358
76151000,4202
76152000,4358
15043000,4202
15050010,4202
15050090,4202
15060000,4202
15071000,4202
15079011,4339
15079019,4339
15079090,4339
15081000,4202
15089000,4339
15091000,4339
15099010,4339
15099090,4202
15100000,4339
15111000,4202
15119000,4339
15121110,4202
15121120,4202
15121919,4202
15121920,4202
15122100,4202
15122910,4339
15122990,4202
15131100,4202
15131900,4339
15132110,4202
15132120,4202
15132910,4339
15132920,4339
15141100,4202
15141910,     
15141990,4202
15149100,4202
15149910,4202
15149990,4202
15151100,4202
15151900,4202
20057000,4202
20058000,4202
20059100,4202
20059900,4202
20060000,4202
20071000,4202
20079100,4202
20079910,4202
20079990,4202
20081100,4202
20081900,4202
20082010,4202
20082090,4202
20083000,4202
20084010,4202
20084090,4202
20085000,4202
20086010,4202
20086090,4202
20087010,4202
20087020,4202
20087090,4202
20088000,4202
20089100,4202
20089300,4202
20089710,4202
20089790,4202
20089900,4202
20091100,4202
20091200,4202
20091900,4202
20092100,4202
20092900,4202
20093100,4202
20093900,4202
20094100,4202
20094900,4202
20095000,4202
20096100,4202
20096900,4202
20097100,4202
20097900,4202
20098100,4202
20098910,4202
20098990,4202
20099000,4202
21011110,4202
21011190,4202
21011200,4202
21012010,4202
21012020,4202
21013000,4202
21021010,4202
21021090,4202
21022000,4202
21023000,4202
21031010,4202
21031090,4202
21032010,4202
21032090,4202
21033010,4202
21033021,4202
21033029,4202
21039011,4202
21039019,4202
21039021,4202
21039029,4202
21039091,4202
21039099,4202
21041011,4202
21041019,4202
21041021,4202
21041029,4202
21042000,4202
21061000,4202
21069010,4202
21069021,4202
21069029,4202
21069030,4202
21069040,4202
21069050,4202
21069060,4202
21069090,4202
22019000,4202
22021000,4202
22030000,4306
22041010,4337
22041090,4337
22042100,4337
22043000,4337
22051000,4337
22060010,4337
22060090,4337
22071090,4202
22072019,4202
22072020,4337
22082000,4337
22083020,4337
22084000,4337
22085000,4337
22086000,4337
22089000,4337
30039071,4322
30039073,4322
30039074,4322
30039077,4322
30039078,4322
30039082,4322
30039083,4322
30039085,4322
23099020,     
24011010,4202
24011020,4202
24011030,4202
24011040,4202
24011090,4202
24012010,4202
24012020,4202
24012030,4202
24012040,4202
24012090,4202
24013000,4202
24021000,4300
24022000,4300
24029000,4300
24031100,4300
24031900,4300
24039100,4202
24039910,4202
24039990,4202
25010011,4202
25010019,4202
25010020,4202
25010090,4202
25020000,4202
25030010,     
25030090,     
25041000,4202
25049000,4202
25051000,4202
25059000,4202
25061000,4202
25062000,4202
25070010,4202
25070090,4202
25081000,4202
25083000,4202
25084010,4202
25084090,4202
25085000,4202
25086000,4202
25087000,4202
25090000,4202
25102010,4003
25111000,4202
25112000,4202
25120000,4202
25131000,4202
25132000,4202
25140000,4202
25151100,4202
25151210,4202
25151220,4202
25152000,4202
25161100,4202
25161200,4202
25162000,4202
25169000,4202
25171000,4202
25172000,4202
25173000,4202
25174100,4202
25174900,     
25181000,4003
25182000,4202
25183000,4202
25191000,4202
25199010,4202
25199090,4202
25201011,4202
25201019,4202
25201020,4202
25202010,4202
25202090,4202
25210000,     
25221000,4003
25222000,4358
25223000,4358
25231000,4317
25232100,     
25232910,5168
25232990,5168
25233000,4317
25239000,4317
25241000,4202
25249000,4202
25251000,4202
25252000,4202
25253000,4202
25262000,4202
25280000,4202
25291000,4202
25292100,4202
95045000,4202
95049010,4202
95049090,4202
95051000,4202
95059000,4202
95061100,4202
95061200,4202
95061900,4202
95062100,4202
95062900,4202
95063100,4202
95063200,4202
95063900,4202
95064000,4202
95065100,4202
95065900,4202
95066100,4202
95066200,4202
95066900,4202
95067000,4202
95069100,4202
95069900,4202
95071000,4202
95072000,4202
95073000,4202
95079000,4202
95081000,4202
95089010,4202
95089020,4202
95089030,4202
95089090,4202
96011000,4202
96019000,4202
96020010,4202
96020020,4202
96020090,4202
15152100,4202
15152910,4339
15152990,4202
15153000,4202
15155000,4202
15159010,4202
15159021,4202
15159022,4202
15159090,4202
15161000,4202
15162000,     
15171000,4202
15179010,4339
15179090,4202
15180010,4202
15180090,4202
15200010,4202
15200020,4202
15211000,4202
15219011,4202
15219019,4202
15219090,4202
15220000,4202
16010000,4202
16021000,4202
16022000,4202
16023100,4202
16023210,4202
16023220,4202
16023230,4202
16023290,4202
16023900,4202
16024100,4202
16024200,4202
16024900,4202
16025000,4202
16029000,4202
16030000,4202
16041100,4202
16041200,4202
16041310,4202
16041390,4202
16041410,4202
16041420,4202
16041430,4202
16041500,4202
16041600,4202
16041700,4202
16041900,4202
16042010,4202
16042020,4202
16042030,4202
16042090,4202
16043100,4202
16043200,4202
16051000,4202
16052100,4202
16052900,4202
16053000,4202
16054000,4202
16055100,4202
16055200,4202
16055300,4202
16055400,4202
16055500,4202
16055600,4202
16055700,4202
16055800,4202
16055900,4202
16056100,4202
16056200,4202
16056300,4202
16056900,4202
17011200,4202
17011300,4202
17011400,4202
17019100,4202
17019900,4202
17021100,4202
17021900,4202
17022000,4202
17023011,4202
17023019,4202
17023020,4202
17024010,4202
17024020,4202
17025000,4202
17026010,4202
17026020,4202
17029000,4202
17031000,4202
17039000,4202
17041000,4202
17049010,4202
17049020,4202
17049090,4202
18031000,4202
18032000,4202
18040000,4202
18050000,4202
18061000,4202
18062000,4202
18063110,4202
18063120,4202
18063210,4202
18063220,4202
18069000,4202
19011010,4202
19011020,4202
19011030,4202
19011090,4202
19012000,4321
19019010,4202
19019020,4202
19019090,4202
30021039,4322
30022011,4322
30022012,4322
30022013,4322
30022014,4322
30022015,4322
30022016,4322
30022017,4322
30022018,4322
30022019,4322
30022021,4322
30022022,4322
30022023,4322
30022024,4322
30022025,4322
30022026,4322
30022027,4322
30022028,4322
30022029,4322
30023010,4202
30023040,4202
30023050,4003
30023070,4003
52062200,4202
52062300,4202
52062400,4202
52062500,4202
52063100,4202
52063200,4202
52063300,4202
52063400,4202
52063500,4202
52064100,4202
52064200,4202
52064300,4202
52064400,4202
52064500,4202
52071000,4202
52079000,4202
52081100,4202
52081200,4202
52081300,4202
52081900,4202
52082100,4202
52082200,4202
52082300,4202
52082900,4202
52083100,4202
52083200,4202
52083300,4202
52083900,4202
52084100,4202
52084200,4202
52084300,4202
52084900,4202
52085100,4202
52085200,4202
52085910,4202
52085990,4202
52091100,4202
52091200,4202
52091900,4202
52092100,4202
52092200,4202
52092900,4202
52093100,4202
52093200,4202
52093900,4202
52094100,4202
52094210,4202
52094290,4202
52094300,4202
52094900,4202
52095100,4202
52095200,4202
52095900,4202
52101100,4202
52101910,4202
52101990,4202
52102100,4202
52102910,4202
52102990,4202
52103100,4202
52103200,4202
52103900,4202
52104100,4202
52104910,4202
52104990,4202
52105100,4202
52105910,4202
52105990,4202
52111100,4202
52111200,4202
52111900,4202
52112010,4202
52112020,4202
52112090,4202
52113100,4202
52113200,4202
52113900,4202
52114100,4202
52114210,4202
52114290,4202
52114300,4202
52114900,4202
52115100,4202
52115200,4202
52115900,4202
52121100,4202
52121200,4202
52121300,4202
52121400,4202
52121500,4202
52122100,4202
52122200,4202
52122300,4202
52122400,4202
52122500,4202
53011000,4202
53012110,4202
53012120,4202
53012910,4202
53012990,4202
53013000,4202
53021000,4202
53029000,4202
53031010,4202
53031090,4202
53039010,4202
53039090,4202
53050010,4202
53050090,4202
53061000,4202
53062000,4202
53071010,4202
84099969,4351
84099971,4351
84283100,4211
84283200,4211
84283300,4211
84283910,4211
84283920,4211
84283930,4211
84283990,4211
84284000,4202
84286000,4202
84289010,4202
84289020,4202
84289030,4202
84289090,4202
84291110,4202
84291190,4202
84291910,4202
84291990,4202
84292010,4202
84292090,4202
84293000,4202
84294000,4202
84295111,4202
84295119,4202
84295121,4202
84295129,4202
84295191,4202
84295192,4202
84295199,4202
84295211,4202
84295212,4202
84295219,4202
84295220,4202
84295290,4202
84295900,4202
84301000,4202
84302000,4202
84303110,4202
84303190,4202
84303910,4202
84303990,4202
84304110,4202
84304120,4202
84304130,4202
84304190,4202
84304910,4202
84304920,4202
84304990,4202
84305000,4202
84306100,4202
84306911,4202
84306919,4202
84306990,4202
84311010,4351
84311090,4202
84312011,4202
84312019,4202
84312090,4202
84313110,4202
84313190,4202
84313900,4202
84314100,4202
84314200,4202
84314310,4202
84314390,4202
84314910,4202
84314922,4351
84321000,4209
84322100,4209
84322900,4209
84323010,4209
84323090,4209
84324000,4209
84328000,4209
84329000,4209
84331100,4209
84331900,4209
84332010,4209
84332090,4209
84333000,4209
84334000,4209
84335100,4209
84335200,4209
84335300,4209
84335911,4209
84335919,4209
84335990,4209
84336010,4209
84336021,4209
84336029,4209
84336090,4209
84339010,4202
84339090,4209
84341000,4209
84342010,4211
84342090,4211
84349000,4202
84351000,4211
84359000,4202
84361000,4209
84362100,4209
84362900,4209
84368000,4209
84369100,4209
84369900,4209
84371000,4211
84378010,4211
84378090,4211
84379000,4202
84381000,     
84382011,4211
84382019,4211
84382090,4211
84383000,4211
84384000,4211
84385000,4211
84386000,4211
84388010,4202
84388020,4211
84388090,4211
84389000,4202
84391010,4211
84391020,4211
84391030,4211
84391090,4211
84392000,4211
84393010,4211
84393020,4211
84393030,4211
84393090,4211
84399100,4202
84399910,4202
28309013,4202
28309014,4202
28309015,4202
28309016,4202
28309019,4202
28309020,4202
38099311,4202
38099319,4202
38099390,4202
38111900,4202
38112110,4202
38112120,4202
38112140,4325
38112150,4332
38119010,4325
38119090,4332
38121000,4202
38122000,4202
38123011,4202
38123012,4202
38123013,4202
38123019,4202
38123021,4202
38123029,4202
38130010,4202
38130020,4202
38130030,4202
38130040,4202
38130090,4202
87149490,4202
87149500,4202
87149600,4202
87149910,4202
87149990,4202
38160021,4202
38160029,4202
38160090,4202
38170010,4202
38170020,4202
38180010,4202
38180090,4202
38190000,4332
38200000,4332
38210000,4202
38220010,4202
38220090,4202
38231100,4202
38231200,4202
38231300,4202
38231900,4202
38237010,4202
38237020,4202
38237030,4202
38237090,4202
38245000,4358
69072100,4358
69072200,4358
84323110,4209
84323190,4209
62031900,4202
62032200,4202
62032300,4202
62032910,4202
62032990,4202
62033100,4202
62033200,4202
62033300,4202
62033900,4202
62034100,4202
62034200,4202
62034300,4202
62034900,4202
62041100,4202
62041200,4202
62041300,4202
62041900,4202
62042100,4202
62042200,4202
39100011,4358
39100012,4358
39100013,4358
39100019,4358
40169100,4358
73241000,4358
73242100,4358
73249000,4358
74182000,4358
48142000,4358
48149000,4358
38160011,4358
38160012,4358
38160019,4358
70031200,4358
70031900,4358
70032000,4358
70042000,4358
70049000,4358
70051000,4358
70052100,4358
70052900,4358
70053000,4358
70071900,4358
39161000,4358
39162000,4358
39169010,4358
39169090,4358
39189000,4358
69041000,4202
69049000,4202
69051000,4202
69059000,4202
69060000,4202
69071000,4358
69079000,4358
69081000,4358
69089000,4358
69091100,4202
69091210,4202
69091220,4202
69091230,4202
69091290,4202
69091910,4202
69091920,4202
69091930,4202
69091990,4202
69099000,4202
69101000,4358
69109000,4358
69111010,4202
69111090,4202
69119000,4202
69120000,4202
69131000,4202
69139000,4202
69141000,4202
69149000,4202
70010000,4202
70021000,4202
70022000,4202
70023100,4202
70023200,4202
70023900,4202
70033000,4358
70060000,4202
70071100,     
70072100,     
70072900,     
70080000,4358
70099100,4202
70099200,4202
70101000,4202
70102000,4202
70109011,4202
70109012,4202
70109021,4202
70109022,4202
70109090,4202
70111010,4202
70111021,4202
70111029,4202
70111090,4202
70112000,4202
70119000,4202
70131000,4202
70132200,4202
70132800,4202
70133300,4202
70133700,4202
70134100,4202
70134210,4202
70134290,4202
70134900,4202
70139110,4202
70139190,4202
70139900,4202
3022400,4202
3022900,4202
3023100,4202
3023200,4202
3023300,4202
3023400,4202
3023500,4202
3023600,4202
3023900,4202
3024100,4202
3024210,4202
3024290,4202
3024300,4202
3024400,4202
3024500,4202
84099979,4202
84099991,4202
84099999,4202
84101100,4211
84101200,4211
84101300,4211
84109000,4211
84111100,4202
84111200,4202
84112100,4202
84112200,4202
84118100,4202
84118200,4202
84119100,4202
84119900,4202
84121000,4202
84122190,4202
84122900,4202
84123110,4202
84123190,4202
84123900,4202
84128000,4351
84129010,4202
84129020,4202
84129080,4202
84129090,4202
84131100,4202
84131900,4202
84132000,4202
84133010,4351
84133020,4202
84133090,4351
84134000,4202
84135010,4202
84135090,4202
84136011,4202
84136019,4351
84136090,4202
84137010,4211
84137080,4211
84137090,4211
84138200,4202
84139110,4202
84139190,4202
84139200,4202
84141000,4202
84142000,4202
84143011,4202
84143019,4202
84143091,4202
84143099,4202
84144010,4202
84144020,4202
84144090,4202
84145110,4202
84145120,4202
84145190,4202
